ENSG.ID	Gene.type	Gene.name	Chromosome
ENSG00000259844	processed_pseudogene	GNPATP	16
ENSG00000260147	processed_pseudogene	MTND5P34	16
ENSG00000241478	processed_pseudogene	HSPA8P9	3
ENSG00000278739	miRNA	MIR6859-4	16
ENSG00000263955	misc_RNA	RN7SL850P	16
ENSG00000267252	lncRNA	LINC01255	18
ENSG00000170142	protein_coding	UBE2E1	3
ENSG00000276641	miRNA	MIR6769A	16
ENSG00000264733	miRNA	MIR4718	16
ENSG00000233907	lncRNA	LINC01761	1
ENSG00000222750	snRNA	RNU4-46P	16
ENSG00000207167	snRNA	RNU6-1340P	16
ENSG00000265005	miRNA	MIR548W	16
ENSG00000199929	rRNA_pseudogene	RNA5SP405	16
ENSG00000225036	processed_pseudogene	CDK4P1	1
ENSG00000252624	rRNA_pseudogene	RNA5SP409	16
ENSG00000251915	rRNA_pseudogene	RNA5SP406	16
ENSG00000222170	snRNA	RNU6-257P	16
ENSG00000251924	rRNA_pseudogene	RNA5SP408	16
ENSG00000228420	lncRNA	LINC01768	1
ENSG00000252094	rRNA_pseudogene	RNA5SP410	16
ENSG00000199448	snRNA	RNU6-845P	16
ENSG00000252182	rRNA_pseudogene	RNA5SP413	16
ENSG00000253055	rRNA_pseudogene	RNA5SP415	16
ENSG00000252647	rRNA_pseudogene	RNA5SP416	16
ENSG00000230921	lncRNA	HAO2-IT1	1
ENSG00000234388	processed_pseudogene	TXNP3	1
ENSG00000271736	lncRNA	LINC02772	1
ENSG00000233717	processed_pseudogene	RPS29P29	1
ENSG00000163155	protein_coding	LYSMD1	1
ENSG00000231417	unprocessed_pseudogene	IRX1P1	13
ENSG00000252268	rRNA_pseudogene	RNA5SP417	16
ENSG00000251760	rRNA_pseudogene	RNA5SP418	16
ENSG00000226695	processed_pseudogene	ANKRD20A10P	13
ENSG00000251717	rRNA_pseudogene	RNA5SP419	16
ENSG00000163293	protein_coding	NIPAL1	4
ENSG00000252806	rRNA_pseudogene	RNA5SP420	16
ENSG00000075673	protein_coding	ATP12A	13
ENSG00000100350	protein_coding	FOXRED2	22
ENSG00000252673	rRNA_pseudogene	RNA5SP421	16
ENSG00000252587	rRNA_pseudogene	RNA5SP422	16
ENSG00000252936	rRNA_pseudogene	RNA5SP423	16
ENSG00000276599	rRNA_pseudogene	RNA5SP411	16
ENSG00000277004	rRNA_pseudogene	RNA5SP412	16
ENSG00000274228	rRNA_pseudogene	RNA5SP414	16
ENSG00000200434	rRNA_pseudogene	RNA5-8SP2	16
ENSG00000222207	rRNA_pseudogene	RNA5SP407	16
ENSG00000234995	processed_pseudogene	RPS3AP28	7
ENSG00000241975	processed_pseudogene	ELOCP19	1
ENSG00000158623	protein_coding	COPG2	7
ENSG00000239555	misc_RNA	RN7SL841P	16
ENSG00000200062	snRNA	RNU4-58P	16
ENSG00000207441	snRNA	RNU6-21P	16
ENSG00000201289	misc_RNA	RN7SKP76	16
ENSG00000228217	processed_pseudogene	PNRC2P1	1
ENSG00000238731	snRNA	RNU7-90P	16
ENSG00000251868	snRNA	RNU7-71P	16
ENSG00000199299	rRNA_pseudogene	RNA5SP430	16
ENSG00000236396	protein_coding	SLC35G4	18
ENSG00000252101	snRNA	RNU6-758P	16
ENSG00000252814	misc_RNA	RN7SKP233	16
ENSG00000201361	rRNA_pseudogene	RNA5SP433	16
ENSG00000175984	protein_coding	DENND2C	1
ENSG00000266426	miRNA	MIR4719	16
ENSG00000278598	miRNA	MIR6775	16
ENSG00000263968	misc_RNA	RN7SL381P	16
ENSG00000283492	miRNA	MIR7153	18
ENSG00000267333	processed_pseudogene	ASNSP6	18
ENSG00000131650	protein_coding	KREMEN2	16
ENSG00000255112	protein_coding	CHMP1B	18
ENSG00000267165	lncRNA	CHMP1B-AS1	18
ENSG00000134780	protein_coding	DAGLA	11
ENSG00000179981	protein_coding	TSHZ1	18
ENSG00000200269	snRNA	RNU6-838P	4
ENSG00000248866	lncRNA	USP46-DT	4
ENSG00000207474	misc_RNA	RNY1P7	13
ENSG00000225404	processed_pseudogene	RPL26P34	13
ENSG00000132972	protein_coding	RNF17	13
ENSG00000250302	lncRNA	LINC01618	4
ENSG00000169495	protein_coding	HTRA4	8
ENSG00000264585	miRNA	MIR4449	4
ENSG00000212588	snoRNA	SNORA26	4
ENSG00000226887	protein_coding	ERVMER34-1	4
ENSG00000267382	transcribed_unprocessed_pseudogene	GAD3P	18
ENSG00000128045	protein_coding	RASL11B	4
ENSG00000257513	transcribed_unprocessed_pseudogene	NPIPB1P	18
ENSG00000163519	protein_coding	TRAT1	3
ENSG00000169490	protein_coding	TM2D2	8
ENSG00000188833	protein_coding	ENTPD8	9
ENSG00000141644	protein_coding	MBD1	18
ENSG00000201496	misc_RNA	RN7SKP275	4
ENSG00000082929	lncRNA	LINC01587	4
ENSG00000206936	snRNA	RNU4-52P	X
ENSG00000068394	protein_coding	GPKOW	X
ENSG00000241037	misc_RNA	RN7SL335P	4
ENSG00000164113	protein_coding	ADAD1	4
ENSG00000207199	snoRNA	SNORD38D	8
ENSG00000272662	lncRNA	TIMMDC1-DT	3
ENSG00000239314	lncRNA	MORC1-AS1	3
ENSG00000197140	protein_coding	ADAM32	8
ENSG00000177494	protein_coding	ZBED2	3
ENSG00000214324	protein_coding	C3orf56	3
ENSG00000242109	transcribed_processed_pseudogene	NPM1P23	3
ENSG00000228252	transcribed_unitary_pseudogene	COL6A4P2	3
ENSG00000116824	protein_coding	CD2	1
ENSG00000265033	misc_RNA	RN7SL262P	X
ENSG00000284317	miRNA	MIR7114	9
ENSG00000130653	protein_coding	PNPLA7	9
ENSG00000123584	protein_coding	MAGEA9	X
ENSG00000224089	protein_coding	CT47A10	X
ENSG00000124915	lncRNA	MYRF-AS1	11
ENSG00000119616	protein_coding	FCF1	14
ENSG00000235887	lncRNA	LINC02799	1
ENSG00000237460	lncRNA	LINC01661	1
ENSG00000219814	processed_pseudogene	RPL23AP47	6
ENSG00000226600	protein_coding	CT47A9	X
ENSG00000146378	protein_coding	TAAR2	6
ENSG00000134825	protein_coding	TMEM258	11
ENSG00000163605	protein_coding	PPP4R2	3
ENSG00000024526	protein_coding	DEPDC1	1
ENSG00000123545	protein_coding	NDUFAF4	6
ENSG00000189007	protein_coding	ADAT2	6
ENSG00000124091	protein_coding	GCNT7	20
ENSG00000230347	protein_coding	CT47A8	X
ENSG00000101180	protein_coding	HRH3	20
ENSG00000189320	protein_coding	FAM180A	7
ENSG00000102606	protein_coding	ARHGEF7	13
ENSG00000132429	protein_coding	POPDC3	6
ENSG00000270930	processed_pseudogene	GRAMD4P8	2
ENSG00000127564	protein_coding	PKMYT1	16
ENSG00000213081	processed_pseudogene	ARPC1BP1	2
ENSG00000230548	unprocessed_pseudogene	MTND4P27	2
ENSG00000226023	protein_coding	CT47A6	X
ENSG00000262095	processed_pseudogene	MTATP6P25	6
ENSG00000229036	transcribed_processed_pseudogene	VDAC1P8	6
ENSG00000221823	protein_coding	PPP3R1	2
ENSG00000284108	miRNA	MIR611	11
ENSG00000168496	protein_coding	FEN1	11
ENSG00000218716	processed_pseudogene	RPL12P23	6
ENSG00000237957	protein_coding	CT47A5	X
ENSG00000112195	protein_coding	TREML2	6
ENSG00000231419	lncRNA	LINC00689	7
ENSG00000001617	protein_coding	SEMA3F	3
ENSG00000230594	protein_coding	CT47A4	X
ENSG00000111817	protein_coding	DSE	6
ENSG00000149485	protein_coding	FADS1	11
ENSG00000188559	protein_coding	RALGAPA2	20
ENSG00000106018	protein_coding	VIPR2	7
ENSG00000100353	protein_coding	EIF3D	22
ENSG00000236126	protein_coding	CT47A3	X
ENSG00000177855	processed_pseudogene	CACYBPP2	2
ENSG00000119596	protein_coding	YLPM1	14
ENSG00000248771	protein_coding	SMIM31	4
ENSG00000242362	protein_coding	CT47A2	X
ENSG00000184898	protein_coding	RBM43	2
ENSG00000182154	protein_coding	MRPL41	9
ENSG00000201050	snRNA	RNU6-668P	4
ENSG00000248329	protein_coding	APELA	4
ENSG00000250227	processed_pseudogene	TRIM60P14	4
ENSG00000148399	protein_coding	DPH7	9
ENSG00000221891	processed_pseudogene	FAM218BP	4
ENSG00000268738	protein_coding	HSFX2	X
ENSG00000121089	processed_pseudogene	NACA3P	4
ENSG00000212747	protein_coding	RTL8B	X
ENSG00000183439	protein_coding	TRIM61	4
ENSG00000134590	protein_coding	RTL8C	X
ENSG00000250486	lncRNA	FAM218A	4
ENSG00000067066	protein_coding	SP100	2
ENSG00000213091	processed_pseudogene	PHB1P1	6
ENSG00000176979	protein_coding	TRIM60	4
ENSG00000135299	protein_coding	ANKRD6	6
ENSG00000203950	protein_coding	RTL8A	X
ENSG00000087076	protein_coding	HSD17B14	19
ENSG00000228372	lncRNA	SMIM10L2B-AS1	X
ENSG00000187689	protein_coding	AMTN	4
ENSG00000234228	processed_pseudogene	NCLP2	X
ENSG00000196972	protein_coding	SMIM10L2B	X
ENSG00000224107	protein_coding	ETDB	X
ENSG00000169551	protein_coding	CT55	X
ENSG00000236480	processed_pseudogene	PKMP1	1
ENSG00000173810	processed_pseudogene	PPIAP7	1
ENSG00000271890	unprocessed_pseudogene	OR10AE1P	1
ENSG00000227425	processed_pseudogene	MRPS21P2	1
ENSG00000229101	unprocessed_pseudogene	ELOCP20	1
ENSG00000165724	protein_coding	ZMYND19	9
ENSG00000186376	protein_coding	ZNF75D	X
ENSG00000117262	protein_coding	GPR89A	1
ENSG00000236195	processed_pseudogene	MRM3P2	7
ENSG00000120616	protein_coding	EPC1	10
ENSG00000235191	lncRNA	NUCB1-AS1	19
ENSG00000125991	protein_coding	ERGIC3	20
ENSG00000269466	protein_coding	H3Y1	5
ENSG00000104808	protein_coding	DHDH	19
ENSG00000177034	protein_coding	MTX3	5
ENSG00000197070	protein_coding	ARRDC1	9
ENSG00000132464	protein_coding	ENAM	4
ENSG00000238210	protein_coding	ETDA	X
ENSG00000283644	protein_coding	ETDC	X
ENSG00000173275	protein_coding	ZNF449	X
ENSG00000215018	protein_coding	COL28A1	7
ENSG00000087086	protein_coding	FTL	19
ENSG00000168175	protein_coding	MAPK1IP1L	14
ENSG00000178947	protein_coding	SMIM10L2A	X
ENSG00000201440	rRNA_pseudogene	RNA5SP515	X
ENSG00000243095	processed_pseudogene	RPL3P10	8
ENSG00000225769	processed_pseudogene	CROCCP1	X
ENSG00000271158	processed_pseudogene	WDR4P1	X
ENSG00000123131	protein_coding	PRDX4	X
ENSG00000147601	protein_coding	TERF1	8
ENSG00000132467	protein_coding	UTP3	4
ENSG00000207448	snRNA	RNU6-520P	4
ENSG00000207058	snRNA	RNU6-784P	4
ENSG00000170231	protein_coding	FABP6	5
ENSG00000131981	protein_coding	LGALS3	14
ENSG00000018189	protein_coding	RUFY3	4
ENSG00000222488	snRNA	RNU6-285P	8
ENSG00000137563	protein_coding	GGH	8
ENSG00000104218	protein_coding	CSPP1	8
ENSG00000233998	processed_pseudogene	SETP5	9
ENSG00000271923	snRNA	RNU6-86P	9
ENSG00000217716	processed_pseudogene	RPS10P3	9
ENSG00000162073	protein_coding	PAQR4	16
ENSG00000240175	lncRNA	MAGI1-AS1	3
ENSG00000184347	protein_coding	SLIT3	5
ENSG00000239439	processed_pseudogene	RFKP2	3
ENSG00000205549	lncRNA	LINC03041	9
ENSG00000196967	protein_coding	ZNF585A	19
ENSG00000214381	lncRNA	LINC00488	3
ENSG00000234779	lncRNA	BNC2-AS1	9
ENSG00000183784	lncRNA	DOCK8-AS1	9
ENSG00000242070	processed_pseudogene	NPM1P17	3
ENSG00000123130	protein_coding	ACOT9	X
ENSG00000241155	lncRNA	ARHGAP31-AS1	3
ENSG00000227155	lncRNA	DOCK8-AS2	9
ENSG00000235330	transcribed_processed_pseudogene	RPL12P25	9
ENSG00000170819	protein_coding	BFSP2	3
ENSG00000202172	snRNA	RNU6-1327P	9
ENSG00000229875	processed_pseudogene	EIF1P1	9
ENSG00000005884	protein_coding	ITGA3	17
ENSG00000137090	protein_coding	DMRT1	9
ENSG00000229435	unprocessed_pseudogene	PIP5K1P2	7
ENSG00000262152	protein_coding	GREP1	16
ENSG00000199023	miRNA	MIR339	7
ENSG00000202039	snRNA	RNU6-215P	7
ENSG00000240718	misc_RNA	RN7SL851P	7
ENSG00000252929	snRNA	RNU6-218P	7
ENSG00000264474	miRNA	MIR4656	7
ENSG00000266287	miRNA	MIR3683	7
ENSG00000201747	snRNA	RNU6-534P	7
ENSG00000222974	misc_RNA	RN7SKP228	7
ENSG00000199473	snoRNA	SNORA63	7
ENSG00000195024	snRNA	RNU1-15P	7
ENSG00000221783	miRNA	MIR1183	7
ENSG00000243633	misc_RNA	RN7SL542P	7
ENSG00000252041	rRNA_pseudogene	RNA5SP228	7
ENSG00000212264	snoRNA	SNORD65C	7
ENSG00000206877	snRNA	RNU6-1103P	7
ENSG00000207771	miRNA	MIR550A1	7
ENSG00000283237	miRNA	MIR550B1	7
ENSG00000138182	protein_coding	KIF20B	10
ENSG00000202431	snRNA	RNU6-438P	7
ENSG00000213937	protein_coding	CLDN9	16
ENSG00000207573	miRNA	MIR550A2	7
ENSG00000283461	miRNA	MIR550B2	7
ENSG00000241756	misc_RNA	RN7SL83P	7
ENSG00000245680	protein_coding	ZNF585B	19
ENSG00000242653	misc_RNA	RN7SL132P	7
ENSG00000206947	snoRNA	SNORA20B	7
ENSG00000221325	miRNA	MIR1200	7
ENSG00000222869	snRNA	RNU6-565P	7
ENSG00000064218	protein_coding	DMRT3	9
ENSG00000184697	protein_coding	CLDN6	16
ENSG00000264069	miRNA	MIR3943	7
ENSG00000252983	snRNA	RNU7-35P	7
ENSG00000223258	snRNA	RNU6-575P	7
ENSG00000206838	snoRNA	SNORA5A	7
ENSG00000126787	protein_coding	DLGAP5	14
ENSG00000201772	snoRNA	SNORA5C	7
ENSG00000200656	snoRNA	SNORA5B	7
ENSG00000284416	miRNA	MIR1908	11
ENSG00000277184	snoRNA	SNORA9	7
ENSG00000222154	misc_RNA	RN7SKP218	7
ENSG00000144824	protein_coding	PHLDB2	3
ENSG00000242650	misc_RNA	RN7SL292P	7
ENSG00000222355	snRNA	RNU2-29P	7
ENSG00000199629	snRNA	RNU1-14P	7
ENSG00000221968	protein_coding	FADS3	11
ENSG00000206603	snoRNA	SNORA22B	7
ENSG00000207168	snoRNA	SNORA15	7
ENSG00000200471	snRNA	RNU6-1125P	7
ENSG00000223330	snRNA	RNU6-1052P	7
ENSG00000200570	snRNA	RNU6-829P	9
ENSG00000202296	snRNA	RNU6-1335P	7
ENSG00000136379	protein_coding	ABHD17C	15
ENSG00000207443	snRNA	RNU6-417P	7
ENSG00000206634	snoRNA	SNORA22	7
ENSG00000188938	protein_coding	FAM120AOS	9
ENSG00000206785	snoRNA	SNORA15B-2	7
ENSG00000200670	snRNA	RNU6-912P	7
ENSG00000252423	snRNA	RNU6-229P	7
ENSG00000222428	rRNA_pseudogene	RNA5SP231	7
ENSG00000201014	rRNA_pseudogene	RNA5SP232	7
ENSG00000201560	snRNA	RNU6-973P	7
ENSG00000200189	snRNA	RNU6-832P	7
ENSG00000252126	snRNA	RNU6-313P	7
ENSG00000131652	protein_coding	THOC6	16
ENSG00000265878	miRNA	MIR3914-1	7
ENSG00000283278	miRNA	MIR3914-2	7
ENSG00000199940	misc_RNA	RN7SKP75	7
ENSG00000200786	rRNA_pseudogene	RNA5SP234	7
ENSG00000244392	misc_RNA	RN7SL869P	7
ENSG00000206818	snRNA	RNU6-849P	7
ENSG00000240347	misc_RNA	RN7SL35P	7
ENSG00000239075	snRNA	RNU6-274P	7
ENSG00000206763	snRNA	RNU6-10P	7
ENSG00000222220	misc_RNA	RN7SKP129	7
ENSG00000265423	miRNA	MIR4652	7
ENSG00000201607	snRNA	RNU4-16P	7
ENSG00000239030	snRNA	RNU6-956P	7
ENSG00000199475	misc_RNA	RN7SKP104	7
ENSG00000266318	miRNA	MIR5692A1	7
ENSG00000266668	miRNA	MIR5692C2	7
ENSG00000202281	rRNA_pseudogene	RNA5SP235	7
ENSG00000207045	snRNA	RNU6-532P	7
ENSG00000207115	snRNA	RNU6-364P	7
ENSG00000277946	misc_RNA	RN7SL478P	7
ENSG00000166557	protein_coding	TMED3	15
ENSG00000252872	snRNA	RNU7-188P	7
ENSG00000208025	miRNA	MIR591	7
ENSG00000244318	misc_RNA	RN7SL252P	7
ENSG00000207454	snRNA	RNU6-1104P	7
ENSG00000251978	rRNA_pseudogene	RNA5SP236	7
ENSG00000202377	snoRNA	SNORA25B	7
ENSG00000252023	snRNA	RNU6-581P	7
ENSG00000252704	misc_RNA	RN7SKP277	7
ENSG00000212628	rRNA_pseudogene	RNA5SP241	7
ENSG00000207705	miRNA	MIR129-1	7
ENSG00000207090	snRNA	RNU6-517P	7
ENSG00000264425	miRNA	MIR4653	7
ENSG00000207588	miRNA	MIR593	7
ENSG00000269086	lncRNA	LINC02965	19
ENSG00000222346	rRNA_pseudogene	RNA5SP237	7
ENSG00000271739	snRNA	RNU1-29P	7
ENSG00000202225	rRNA_pseudogene	RNA5SP240	7
ENSG00000284135	miRNA	MIR3654	7
ENSG00000199700	snRNA	RNU6-223P	7
ENSG00000272393	snRNA	RNU6-92P	7
ENSG00000212303	snRNA	RNU6-1154P	7
ENSG00000239021	rRNA_pseudogene	RNA5SP246	7
ENSG00000199971	snRNA	RNU6-797P	7
ENSG00000271236	processed_pseudogene	SUMO2P15	15
ENSG00000222514	misc_RNA	RN7SKP223	7
ENSG00000284028	miRNA	MIR4468	7
ENSG00000252332	snRNA	RNU6-911P	7
ENSG00000199846	snRNA	RNU1-72P	7
ENSG00000271317	IG_D_gene	IGHD4OR15-4A	15
ENSG00000212153	snRNA	RNU1-82P	7
ENSG00000199283	snRNA	RNU1-58P	7
ENSG00000223212	snRNA	RNU4-74P	7
ENSG00000223113	rRNA_pseudogene	RNA5SP247	7
ENSG00000202472	rRNA_pseudogene	RNA5SP248	7
ENSG00000259482	lncRNA	RORA-AS2	15
ENSG00000283146	miRNA	MIR548AU	9
ENSG00000241959	misc_RNA	RN7SL76P	7
ENSG00000056558	protein_coding	TRAF1	9
ENSG00000201066	misc_RNA	RN7SKP280	7
ENSG00000252523	snRNA	RNU6-267P	7
ENSG00000265598	miRNA	MIR5707	7
ENSG00000200673	misc_RNA	RN7SKP174	7
ENSG00000265810	miRNA	MIR3907	7
ENSG00000212219	snRNA	RNU6-604P	7
ENSG00000207960	miRNA	MIR153-2	7
ENSG00000259361	lncRNA	LINC00927	15
ENSG00000207637	miRNA	MIR595	7
ENSG00000271109	lncRNA	LINC03049	19
ENSG00000168303	protein_coding	MPLKIP	7
ENSG00000248711	unprocessed_pseudogene	THUMPD3P1	7
ENSG00000271171	lncRNA	LINC00904	19
ENSG00000103888	protein_coding	CEMIP	15
ENSG00000203446	lncRNA	SUGCT-AS1	7
ENSG00000105856	protein_coding	HBP1	7
ENSG00000269037	lncRNA	LINC01838	19
ENSG00000180884	protein_coding	ZNF792	19
ENSG00000164494	protein_coding	PDSS2	6
ENSG00000243738	misc_RNA	RN7SL181P	9
ENSG00000235865	lncRNA	GSN-AS1	9
ENSG00000238143	processed_pseudogene	TRPC6P4	9
ENSG00000101084	protein_coding	RAB5IF	20
ENSG00000269303	lncRNA	GRAMD1A-AS1	19
ENSG00000227411	unitary_pseudogene	ACNATP	9
ENSG00000236763	processed_pseudogene	TRMT112P4	9
ENSG00000234502	processed_pseudogene	FYTTD1P1	9
ENSG00000136897	protein_coding	MRPL50	9
ENSG00000284065	miRNA	MIR6887	19
ENSG00000153902	protein_coding	LGI4	19
ENSG00000225376	lncRNA	TMEM246-AS1	9
ENSG00000165152	protein_coding	PGAP4	9
ENSG00000228290	lncRNA	TBX18-AS1	6
ENSG00000227970	unitary_pseudogene	NR1H5P	1
ENSG00000137947	protein_coding	GTF2B	1
ENSG00000155827	protein_coding	RNF20	9
ENSG00000215712	protein_coding	TMEM242	6
ENSG00000083168	protein_coding	KAT6A	8
ENSG00000184831	protein_coding	APOO	X
ENSG00000100242	protein_coding	SUN2	22
ENSG00000271180	processed_pseudogene	COX5AP1	14
ENSG00000258413	lncRNA	FBXO34-AS1	14
ENSG00000229349	processed_pseudogene	ACTG1P9	6
ENSG00000276703	processed_pseudogene	RPS29P32	6
ENSG00000244687	protein_coding	UBE2V1	20
ENSG00000207007	snRNA	RNU6-891P	4
ENSG00000163612	unprocessed_pseudogene	FAM86KP	4
ENSG00000178974	protein_coding	FBXO34	14
ENSG00000152422	protein_coding	XRCC4	5
ENSG00000057663	protein_coding	ATG5	6
ENSG00000250268	unprocessed_pseudogene	ALG1L14P	4
ENSG00000231396	protein_coding	USP17L10	4
ENSG00000233136	protein_coding	USP17L11	4
ENSG00000227551	protein_coding	USP17L12	4
ENSG00000258469	processed_pseudogene	CHMP4BP1	14
ENSG00000126775	protein_coding	ATG14	14
ENSG00000204152	protein_coding	TIMM23B	10
ENSG00000162069	protein_coding	BICDL2	16
ENSG00000232399	protein_coding	USP17L13	4
ENSG00000249104	protein_coding	USP17L17	4
ENSG00000238103	processed_pseudogene	RPL9P7	X
ENSG00000165182	protein_coding	CXorf58	X
ENSG00000250844	protein_coding	USP17L18	4
ENSG00000250913	protein_coding	USP17L23	4
ENSG00000227140	protein_coding	USP17L5	4
ENSG00000235780	protein_coding	USP17L27	4
ENSG00000231051	protein_coding	USP17L28	4
ENSG00000166024	protein_coding	R3HCC1L	10
ENSG00000231637	protein_coding	USP17L29	4
ENSG00000228856	protein_coding	USP17L30	4
ENSG00000236689	unprocessed_pseudogene	MTCO2P21	1
ENSG00000259318	processed_pseudogene	HMGN1P1	14
ENSG00000213641	processed_pseudogene	RPL7AP4	14
ENSG00000117586	protein_coding	TNFSF4	1
ENSG00000271484	unprocessed_pseudogene	ABI1P1	14
ENSG00000188438	unprocessed_pseudogene	DEFB108F	4
ENSG00000252307	rRNA_pseudogene	RNA5SP153	4
ENSG00000277892	miRNA	MIR6746	11
ENSG00000232773	unprocessed_pseudogene	DEFB130D	4
ENSG00000072121	protein_coding	ZFYVE26	14
ENSG00000167994	protein_coding	RAB3IL1	11
ENSG00000250745	protein_coding	USP17L20	4
ENSG00000249811	protein_coding	USP17L21	4
ENSG00000248933	protein_coding	USP17L22	4
ENSG00000232264	protein_coding	USP17L24	4
ENSG00000230430	protein_coding	USP17L25	4
ENSG00000229579	protein_coding	USP17L26	4
ENSG00000249482	unprocessed_pseudogene	USP17L14P	4
ENSG00000250231	unprocessed_pseudogene	USP17L16P	4
ENSG00000248920	protein_coding	USP17L19	4
ENSG00000230946	processed_pseudogene	HNRNPA1P68	1
ENSG00000145494	protein_coding	NDUFS6	5
ENSG00000251694	unprocessed_pseudogene	USP17L9P	4
ENSG00000226028	processed_pseudogene	PFN1P12	1
ENSG00000205946	unprocessed_pseudogene	USP17L6P	4
ENSG00000162728	protein_coding	KCNJ9	1
ENSG00000249613	lncRNA	LINC02173	4
ENSG00000250298	protein_coding	GIMD1	4
ENSG00000130830	protein_coding	MPP1	X
ENSG00000188386	protein_coding	PPP3R2	9
ENSG00000252561	snRNA	RNU1-125P	16
ENSG00000226950	lncRNA	DANCR	4
ENSG00000200204	snRNA	RNU1-22P	16
ENSG00000132911	protein_coding	NMUR2	5
ENSG00000130182	protein_coding	ZSCAN10	16
ENSG00000136881	protein_coding	BAAT	9
ENSG00000073584	protein_coding	SMARCE1	17
ENSG00000221946	protein_coding	FXYD7	19
ENSG00000184371	protein_coding	CSF1	1
ENSG00000170917	protein_coding	NUDT6	4
ENSG00000120159	protein_coding	CAAP1	9
ENSG00000069018	protein_coding	TRPC7	5
ENSG00000172209	protein_coding	GPR22	7
ENSG00000154415	protein_coding	PPP1R3A	7
ENSG00000179988	protein_coding	PSTK	10
ENSG00000089327	protein_coding	FXYD5	19
ENSG00000252030	snRNA	RNU6-1196P	4
ENSG00000232466	processed_pseudogene	H3P31	9
ENSG00000213406	processed_pseudogene	ANXA2P1	4
ENSG00000243883	misc_RNA	RN7SL419P	4
ENSG00000109163	protein_coding	GNRHR	4
ENSG00000200898	snRNA	RNU6-1243P	11
ENSG00000240306	misc_RNA	RN7SL100P	9
ENSG00000236580	processed_pseudogene	RPL36P13	7
ENSG00000137055	protein_coding	PLAA	9
ENSG00000124920	protein_coding	MYRF	11
ENSG00000109471	protein_coding	IL2	4
ENSG00000202334	rRNA_pseudogene	RNA5SP238	7
ENSG00000272230	miRNA	MIR3666	7
ENSG00000204960	lncRNA	BLACE	7
ENSG00000085644	protein_coding	ZNF213	16
ENSG00000218672	lncRNA	LINC03010	7
ENSG00000149451	protein_coding	ADAM33	20
ENSG00000236544	lncRNA	EN2-DT	7
ENSG00000183346	protein_coding	CABCOCO1	10
ENSG00000164778	protein_coding	EN2	7
ENSG00000175741	processed_pseudogene	RWDD4P2	7
ENSG00000242855	misc_RNA	RN7SL496P	7
ENSG00000259826	lncRNA	CDK13-DT	7
ENSG00000284024	protein_coding	MSANTD7	10
ENSG00000250012	lncRNA	SLC41A3-AS1	3
ENSG00000175600	protein_coding	SUGCT	7
ENSG00000244640	processed_pseudogene	RPLP0P8	3
ENSG00000158186	protein_coding	MRAS	3
ENSG00000138698	protein_coding	RAP1GDS1	4
ENSG00000214562	protein_coding	NUTM2D	10
ENSG00000228146	transcribed_unitary_pseudogene	CASP16P	16
ENSG00000132334	protein_coding	PTPRE	10
ENSG00000233449	processed_pseudogene	MTATP6P14	1
ENSG00000242943	processed_pseudogene	NKAIN1P1	1
ENSG00000233203	lncRNA	DHCR24-DT	1
ENSG00000234676	lncRNA	IFT74-AS1	9
ENSG00000184434	protein_coding	LRRC19	9
ENSG00000203581	unprocessed_pseudogene	OR1F2P	16
ENSG00000232265	lncRNA	LINC02805	1
ENSG00000140993	protein_coding	TIGD7	16
ENSG00000223162	rRNA_pseudogene	RNA5SP280	9
ENSG00000232867	processed_pseudogene	RPL36AP34	9
ENSG00000120160	protein_coding	EQTN	9
ENSG00000229237	processed_pseudogene	HMGN1P37	X
ENSG00000274183	protein_coding	H2AB1	X
ENSG00000283122	lncRNA	HYMAI	6
ENSG00000271040	lncRNA	TMEM242-DT	6
ENSG00000228834	processed_pseudogene	ATP5MFP2	6
ENSG00000163154	protein_coding	TNFAIP8L2	1
ENSG00000288722	protein_coding	F8A1	X
ENSG00000237859	unprocessed_pseudogene	EEF1A1P31	X
ENSG00000233688	processed_pseudogene	ZNF622P1	X
ENSG00000176318	processed_pseudogene	FOXN3P1	X
ENSG00000271147	lncRNA	ARMCX5-GPRASP2	X
ENSG00000166073	protein_coding	GPR176	15
ENSG00000217169	processed_pseudogene	MTHFD2P2	6
ENSG00000168158	protein_coding	OR2C1	16
ENSG00000235050	lncRNA	MLIP-AS1	6
ENSG00000232458	lncRNA	LINC01450	7
ENSG00000224017	lncRNA	LINC01449	7
ENSG00000262118	processed_pseudogene	MTCO1P28	16
ENSG00000263177	processed_pseudogene	MTND1P8	16
ENSG00000112378	protein_coding	PERP	6
ENSG00000103343	protein_coding	ZNF174	16
ENSG00000258227	protein_coding	CLEC5A	7
ENSG00000111962	protein_coding	UST	6
ENSG00000121988	protein_coding	ZRANB3	2
ENSG00000178445	protein_coding	GLDC	9
ENSG00000146276	protein_coding	GABRR1	6
ENSG00000198643	protein_coding	FAM3D	3
ENSG00000227211	processed_pseudogene	H3P45	X
ENSG00000238087	unprocessed_pseudogene	FMO8P	1
ENSG00000227777	processed_pseudogene	RPL7AP19	1
ENSG00000117971	protein_coding	CHRNB4	15
ENSG00000177173	processed_pseudogene	NAP1L4P1	1
ENSG00000198932	protein_coding	GPRASP1	X
ENSG00000238022	lncRNA	LMX1A-AS1	1
ENSG00000243414	protein_coding	TICAM2	5
ENSG00000231671	lncRNA	LINC01307	1
